10146,147,1491
10164,165,1724
10164,165,1731
10164,165,1736
10164,165,1740
10164,165,1742
10164,165,1750
10164,165,1757
10150,150,1561
10150,150,1569
10150,150,1575
10150,150,1581
10150,150,1584
10150,150,1591
10150,150,1596
10061,62,608
10061,62,616
10061,62,625
10061,62,632
10061,62,637
10061,62,647
10061,62,665
10135,134,1339
10135,134,1349
10120,121,1247
10120,121,1254
10142,142,1406
10142,142,1415
10116,118,1181
10116,118,1186
10116,118,1191
10116,118,1208
10116,118,1215
10109,110,1043
10109,110,1051
10109,110,1062
10109,110,1088
10109,110,1096
10045,44,407
10045,44,436
10125,126,1250
10125,126,1257
10127,127,1272
10127,127,1280
10054,55,517
10054,55,528
10054,55,535
10054,55,543
10054,55,548
10054,55,560
10054,55,568
10185,188,1951
10185,188,1958
10185,188,1964
10185,188,1971
10185,188,1976
10185,188,1986
10185,188,1990
10122,122,1252
10122,122,1260
10122,122,1267
10122,122,1274
10122,122,1279
10122,122,1292
10122,122,1301
10101,101,1007
10101,101,1014
10090,90,846
10090,90,861
10090,90,871
10090,90,903
10090,90,909
10071,71,681
10071,71,696
10071,71,709
10071,71,730
10071,71,736
10191,192,1944
10191,192,1949
10191,192,1955
10191,192,1972
10191,192,1978
10046,46,319
10046,46,355
10046,46,377
10046,46,431
10046,46,448
10027,22,72
10027,22,94
10027,22,111
10027,22,147
10027,22,165
10051,50,384
10051,50,412
10051,50,438
10051,50,482
10051,50,491
10184,185,1873
10184,185,1878
10184,185,1880
10184,185,1888
10184,185,1890
10194,194,1957
10194,194,1963
10194,194,1969
10194,194,1983
10194,194,1985
10131,132,1291
10131,132,1298
10131,132,1304
10131,132,1312
10131,132,1317
10131,132,1332
10131,132,1346
10067,68,700
10067,68,713
10195,197,2025
10195,197,2027
10195,197,2029
10195,197,2030
10195,197,2032
10195,197,2036
10195,197,2041
10175,176,1831
10175,176,1836
10175,176,1839
10175,176,1843
10175,176,1846
10175,176,1851
10175,176,1858
10018,8,62
10018,8,78
10075,79,777
10075,79,790
10075,79,797
10075,79,806
10075,79,811
10075,79,819
10075,79,826
10055,56,510
10055,56,522
10055,56,530
10055,56,549
10055,56,556
10128,130,1308
10128,130,1319
10128,130,1329
10128,130,1335
10128,130,1340
10128,130,1354
10128,130,1361
10174,174,1753
10174,174,1759
10174,174,1766
10174,174,1782
10174,174,1787
10171,172,1709
10171,172,1717
10171,172,1722
10171,172,1738
10171,172,1741
10020,28,153
10020,28,179
10020,28,194
10020,28,209
10020,28,224
10020,28,258
10020,28,294
10190,191,1920
10190,191,1926
10190,191,1930
10190,191,1939
10190,191,1943
10050,49,455
10050,49,477
10153,155,1618
10153,155,1625
10153,155,1631
10153,155,1638
10153,155,1644
10153,155,1658
10153,155,1672
10176,177,1804
10176,177,1809
10176,177,1812
10176,177,1820
10176,177,1823
10098,99,989
10098,99,995
10098,99,1000
10098,99,1006
10098,99,1010
10098,99,1016
10098,99,1025
10167,169,1749
10167,169,1756
10167,169,1762
10167,169,1767
10167,169,1773
10167,169,1786
10167,169,1793
10186,186,1891
10186,186,1895
10186,186,1900
10186,186,1912
10186,186,1917
10181,183,1877
10181,183,1882
10037,40,276
10037,40,308
10037,40,333
10037,40,362
10037,40,379
10037,40,425
10037,40,460
10019,13,91
10019,13,107
10161,164,1711
10161,164,1719
10152,154,1564
10152,154,1571
10152,154,1576
10152,154,1580
10152,154,1582
10152,154,1587
10152,154,1590
10040,39,220
10040,39,238
10040,39,257
10040,39,310
10040,39,332
10136,136,1383
10136,136,1393
10136,136,1399
10136,136,1407
10136,136,1414
10136,136,1426
10136,136,1440
10009,9,143
10009,9,164
10009,9,181
10009,9,196
10009,9,208
10009,9,236
10009,9,270
10005,2,21
10005,2,26
10031,26,86
10031,26,102
10031,26,116
10031,26,162
10031,26,177
10033,34,167
10033,34,188
10033,34,201
10033,34,218
10033,34,232
10033,34,266
10033,34,302
10010,15,106
10010,15,125
10010,15,140
10010,15,156
10010,15,171
10010,15,200
10010,15,226
10079,80,795
10079,80,805
10166,167,1646
10166,167,1656
10166,167,1664
10166,167,1687
10166,167,1695
10003,31,170
10003,31,193
10003,31,207
10003,31,225
10003,31,240
10003,31,274
10003,31,318
10001,30,148
10001,30,172
10001,30,189
10001,30,204
10001,30,215
10001,30,246
10001,30,281
10160,162,1641
10160,162,1654
10160,162,1662
10160,162,1668
10160,162,1685
10160,162,1692
10014,5,48
10014,5,63
10088,92,887
10088,92,901
10088,92,908
10088,92,915
10088,92,918
10088,92,929
10088,92,940
10092,93,844
10092,93,857
10092,93,869
10092,93,878
10092,93,896
10092,93,906
10099,100,999
10099,100,1005
10099,100,1011
10099,100,1013
10099,100,1017
10099,100,1024
10099,100,1032
10115,117,1226
10115,117,1233
10049,52,449
10049,52,469
10049,52,486
10049,52,499
10049,52,508
10049,52,526
10049,52,544
10134,137,1391
10134,137,1403
10134,137,1413
10134,137,1422
10134,137,1429
10134,137,1446
10134,137,1461
10066,67,634
10066,67,642
10066,67,648
10066,67,673
10066,67,683
